"","Year","Rank","Teams","Conf","WinLoss","AdjustedEM","AdOfE","AdOfER","AdDeE","AdDeER","AdTempo","AdTempoR","Luck","LuckRank","AdSoS","AdSoSR"
"2943",2011,"258","Cal St. Fullerton","BW","11-20","-8.53","104.8","138","113.3","332","67.5","64","+.018","137","-3.02","229"
"2944",2011,"259","Wake Forest","ACC","8-24","-8.64","100.4","229","109.0","282","68.9","35","+.009","154","+4.92","69"
"2945",2011,"260","Southern Utah","Sum","11-19","-8.93","100.6","224","109.5","290","66.3","112","-.013","209","-3.05","231"
"2946",2011,"261","Northwestern St.","Slnd","18-14","-8.98","101.1","214","110.1","300","71.1","10","+.101","13","-8.15","321"
"2947",2011,"262","Eastern Washington","BSky","10-20","-9.04","99.1","251","108.1","267","63.7","252","-.031","262","-2.02","199"
"2948",2011,"263","Savannah St.","ind","12-18","-9.14","91.1","328","100.3","108","62.0","310","+.030","104","-0.26","158"
"2949",2011,"264","Sacred Heart","NEC","11-18","-9.35","99.2","245","108.6","275","65.4","168","-.013","212","-5.38","287"
"2950",2011,"265","UC Riverside","BW","12-19","-9.36","97.8","267","107.2","249","64.8","200","+.062","35","-1.00","170"
"2951",2011,"266","Chattanooga","SC","16-16","-9.36","99.1","249","108.5","274","68.1","49","+.135","3","-2.41","211"
"2952",2011,"267","Portland St.","BSky","14-16","-9.51","104.2","153","113.7","336","66.8","89","+.064","31","-5.54","289"
"2953",2011,"268","Coppin St.","MEAC","16-14","-9.60","98.5","261","108.0","265","68.2","48","+.023","123","-10.64","336"
"2954",2011,"269","Seattle","ind","11-20","-9.70","92.9","315","102.6","147","71.9","6","+.047","63","-2.78","223"
"2955",2011,"270","Gardner Webb","BSth","11-21","-9.79","95.2","295","105.0","214","63.3","271","-.016","223","-1.31","178"
"2956",2011,"271","UMKC","Sum","16-14","-9.79","101.9","199","111.6","320","63.8","249","+.114","10","-4.96","280"
"2957",2011,"272","Navy","Pat","11-20","-9.84","93.2","309","103.0","160","69.4","30","-.039","274","-5.00","281"
"2958",2011,"273","Central Michigan","MAC","10-21","-10.04","92.0","323","102.0","133","63.1","276","-.006","198","-2.66","216"
"2959",2011,"274","Northern Illinois","MAC","9-21","-10.09","99.1","250","109.2","286","67.5","63","-.030","256","-2.83","225"
"2960",2011,"275","Troy","SB","8-21","-10.19","97.8","266","108.0","264","70.2","18","-.038","273","-2.04","200"
"2961",2011,"276","Texas Southern 8","SWAC","19-13","-10.37","93.2","311","103.5","175","64.8","197","+.137","2","-9.84","331"
"2962",2011,"277","Jackson St.","SWAC","17-15","-10.49","95.7","291","106.1","237","63.2","273","-.002","187","-12.38","343"
"2963",2011,"278","Towson","CAA","4-26","-10.51","105.8","115","116.3","342","65.1","178","-.069","316","+0.39","146"
"2964",2011,"279","Army","Pat","11-19","-10.54","99.5","243","110.0","299","66.9","86","-.030","257","-5.08","282"
"2965",2011,"280","St. Francis PA","NEC","9-21","-10.57","99.6","240","110.1","301","64.9","195","-.016","221","-2.30","208"
"2966",2011,"281","Monmouth","NEC","9-21","-10.57","94.5","302","105.1","216","62.6","295","-.028","250","-4.34","264"
"2967",2011,"282","The Citadel","SC","10-22","-10.61","100.9","216","111.6","319","61.9","312","-.055","300","-2.08","202"
"2968",2011,"283","Eastern Michigan","MAC","9-22","-10.75","89.5","333","100.3","109","66.1","130","-.107","336","-3.28","236"
"2969",2011,"284","UNC Greensboro","SC","7-24","-10.86","99.6","241","110.4","304","69.5","29","-.031","264","-0.32","161"
"2970",2011,"285","Florida Gulf Coast","ASun","10-20","-11.11","94.7","300","105.8","232","67.5","62","-.001","185","-3.74","246"
"2971",2011,"286","FIU","SB","11-19","-11.24","100.6","222","111.9","321","68.4","43","-.013","210","-5.59","291"
"2972",2011,"287","New Hampshire","AE","12-18","-11.39","91.2","327","102.6","144","61.7","317","+.030","106","-5.94","301"
"2973",2011,"288","South Dakota","GWC","18-15","-11.46","100.1","233","111.5","318","70.9","13","-.031","260","-13.32","344"
"2974",2011,"289","Hartford","AE","11-20","-11.68","92.8","317","104.5","198","63.0","279","-.011","208","-5.69","292"
"2975",2011,"290","Fordham","A10","7-21","-11.72","98.0","264","109.8","294","66.2","118","+.013","146","+1.20","128"
"2976",2011,"291","Bethune Cookman 8","MEAC","21-13","-12.02","100.0","234","112.1","322","61.0","327","+.148","1","-9.32","327"
"2977",2011,"292","Jacksonville St.","OVC","5-25","-12.20","95.9","290","108.1","266","61.4","323","-.078","325","-4.39","265"
"2978",2011,"293","North Carolina A&T","MEAC","15-17","-12.29","99.1","248","111.4","312","67.8","54","+.048","59","-7.19","316"
"2979",2011,"294","San Diego","WCC","6-24","-12.30","92.9","314","105.2","218","63.6","257","-.029","254","+2.85","93"
"2980",2011,"295","South Alabama","SB","12-16","-12.45","99.8","237","112.2","324","66.9","84","+.041","79","-6.01","302"
"2981",2011,"296","Southeast Missouri St.","OVC","10-22","-12.51","97.8","268","110.3","303","66.1","127","-.020","232","-4.81","274"
"2982",2011,"297","Tennessee Martin","OVC","12-21","-12.60","97.5","273","110.1","302","68.0","52","-.002","189","-4.70","269"
"2983",2011,"298","Norfolk St.","MEAC","12-20","-12.65","97.1","276","109.8","295","68.7","37","-.009","202","-7.81","320"
"2984",2011,"299","North Dakota","GWC","19-15","-12.82","92.7","319","105.5","226","66.6","102","+.094","14","-10.41","335"
"2985",2011,"300","Stetson","ASun","8-23","-12.94","96.8","280","109.7","292","65.1","177","+.007","160","-2.74","222"
"2986",2011,"301","Niagara","MAAC","9-23","-13.02","92.2","321","105.2","219","67.1","73","+.021","130","-2.30","207"
"2987",2011,"302","Idaho St.","BSky","9-20","-13.06","98.4","262","111.4","316","63.9","246","-.002","188","-1.47","181"
"2988",2011,"303","Alabama St. 16","SWAC","17-18","-13.19","92.8","318","106.0","235","63.6","256","+.032","100","-11.26","338"
"2989",2011,"304","Eastern Illinois","OVC","9-20","-13.32","93.1","312","106.4","241","62.7","290","-.016","220","-4.11","260"
"2990",2011,"305","Bryant","NEC","9-21","-13.81","100.5","225","114.3","339","64.7","208","+.033","92","-1.74","189"
"2991",2011,"306","Delaware St.","MEAC","9-21","-13.99","99.1","247","113.1","329","59.4","337","-.063","312","-5.88","299"
"2992",2011,"307","Cal St. Bakersfield","ind","9-19","-14.32","97.1","277","111.4","314","67.3","69","+.038","83","-3.82","249"
"2993",2011,"308","High Point","BSth","12-19","-14.43","94.5","301","109.0","280","66.8","87","+.084","20","-4.06","258"
"2994",2011,"309","Mississippi Valley St.","SWAC","13-19","-14.44","93.8","306","108.3","272","71.3","8","+.036","88","-9.18","323"
"2995",2011,"310","NJIT","GWC","15-15","-14.44","92.9","316","107.3","255","65.5","159","+.017","139","-11.33","340"
"2996",2011,"311","Samford","SC","12-19","-14.50","96.4","285","110.9","308","59.8","334","+.075","23","-4.12","261"
"2997",2011,"312","Manhattan","MAAC","6-25","-14.69","96.4","286","111.1","310","62.4","304","+.026","114","-1.50","183"
"2998",2011,"313","North Carolina Central","ind","15-15","-15.03","96.0","289","111.0","309","65.6","157","+.088","16","-9.19","325"
"2999",2011,"314","Colgate","Pat","7-23","-15.36","97.2","275","112.5","325","66.0","140","-.029","255","-4.39","266"
"3000",2011,"315","Binghamton","AE","8-23","-15.89","97.7","271","113.6","335","61.6","319","-.040","276","-4.82","276"
"3001",2011,"316","Texas A&M Corpus Chris","Slnd","10-21","-16.12","92.9","313","109.1","285","64.5","223","+.043","75","-2.74","221"
"3002",2011,"317","Kennesaw St.","ASun","8-23","-16.36","98.5","258","114.9","340","63.6","255","-.000","181","-3.09","234"
"3003",2011,"318","Longwood","ind","12-19","-16.42","102.2","192","118.6","345","69.9","22","+.027","113","-4.86","279"
"3004",2011,"319","USC Upstate","ASun","5-25","-16.44","92.6","320","109.1","284","63.0","280","+.016","141","+0.14","152"
"3005",2011,"320","Sacramento St.","BSky","7-21","-16.49","93.5","308","109.9","298","63.3","268","-.028","249","-3.81","247"
"3006",2011,"321","Dartmouth","Ivy","5-23","-16.61","90.8","329","107.4","256","65.2","174","-.014","216","-1.34","180"
"3007",2011,"322","Marist","MAAC","6-27","-16.63","94.8","299","111.4","315","64.8","199","+.008","158","-0.67","165"
"3008",2011,"323","Alabama A&M","SWAC","13-15","-16.65","87.0","339","103.7","179","69.7","26","-.001","186","-13.88","345"
"3009",2011,"324","Fairleigh Dickinson","NEC","5-24","-16.66","93.2","310","109.8","296","66.1","123","-.025","241","-4.81","275"
"3010",2011,"325","Florida A&M","MEAC","12-20","-18.59","88.5","335","107.1","247","66.4","108","+.006","165","-9.83","330"
"3011",2011,"326","Louisiana Monroe","SB","7-24","-18.99","94.5","303","113.5","334","61.9","313","-.023","237","-4.09","259"
"3012",2011,"327","South Carolina St.","MEAC","10-22","-19.21","91.7","325","110.9","306","66.3","113","-.050","293","-9.90","332"
"3013",2011,"328","Georgia Southern","SC","5-27","-19.33","89.7","332","109.0","281","66.0","137","-.064","313","-3.06","233"
"3014",2011,"329","Grambling St.","SWAC","12-21","-19.64","87.4","338","107.0","246","66.1","128","+.045","66","-11.81","341"
"3015",2011,"330","Western Illinois","Sum","7-23","-20.01","87.6","337","107.6","257","61.2","324","+.003","172","-3.54","242"
"3016",2011,"331","Radford","BSth","5-24","-20.27","86.7","341","107.0","245","66.5","103","+.008","159","-1.58","185"
"3017",2011,"332","Toledo","MAC","4-28","-20.65","91.9","324","112.6","327","62.8","288","-.037","271","-1.21","173"
"3018",2011,"333","Texas Pan American","GWC","6-25","-20.94","94.1","305","115.0","341","64.8","198","-.075","324","-7.18","315"
"3019",2011,"334","Prairie View A&M","SWAC","10-22","-21.68","86.0","343","107.7","260","66.2","119","-.025","243","-10.06","334"
"3020",2011,"335","Maryland Eastern Shore","MEAC","9-22","-22.02","92.1","322","114.1","338","68.8","36","+.027","112","-8.32","322"
"3021",2011,"336","Central Arkansas","Slnd","5-24","-22.05","90.5","330","112.6","326","69.6","27","-.071","319","-5.70","293"
"3022",2011,"337","Houston Baptist","GWC","5-26","-22.15","91.2","326","113.3","333","70.5","16","+.019","134","-9.97","333"
"3023",2011,"338","Arkansas Pine Bluff","SWAC","7-24","-22.25","88.9","334","111.2","311","65.7","151","+.005","167","-7.76","319"
"3024",2011,"339","UMBC","AE","5-25","-22.38","96.0","288","118.3","343","66.9","85","+.026","115","-4.32","263"
"3025",2011,"340","Howard","MEAC","6-24","-24.24","87.9","336","112.2","323","64.6","215","+.024","121","-9.19","324"
"3026",2011,"341","Alcorn St.","SWAC","4-24","-25.27","86.2","342","111.5","317","75.7","1","-.019","230","-9.38","328"
"3027",2011,"342","SIU Edwardsville","ind","8-21","-26.31","86.9","340","113.2","330","68.3","47","+.054","48","-3.55","243"
"3028",2011,"343","Chicago St.","GWC","6-26","-28.60","89.8","331","118.4","344","70.1","19","-.005","195","-5.58","290"
"3029",2011,"344","Centenary","Sum","1-29","-29.25","84.0","344","113.2","331","68.7","38","-.021","234","-1.62","186"
"3030",2011,"345","Southern","SWAC","4-26","-30.44","82.3","345","112.7","328","64.6","214","-.036","267","-11.29","339"
"3031",2012,"1","Kentucky 1","SEC","38-2","+32.59","122.2","2","89.6","7","65.4","150","+.032","86","+7.99","26"
"3032",2012,"2","Ohio St. 2","B10","31-8","+30.07","118.1","6","88.1","4","66.9","88","-.050","287","+10.10","4"
"3033",2012,"3","Michigan St. 1","B10","29-8","+27.87","114.7","17","86.9","2","64.3","209","-.027","244","+10.21","3"
"3034",2012,"4","Kansas 2","B12","32-7","+26.91","114.0","23","87.1","3","66.3","111","+.027","101","+11.15","1"
"3035",2012,"5","Syracuse 1","BE","34-3","+26.04","117.7","7","91.7","16","64.4","202","+.060","37","+7.98","27"
"3036",2012,"6","North Carolina 1","ACC","32-6","+25.44","116.1","12","90.7","11","70.9","10","+.016","134","+7.41","30"
"3037",2012,"7","Missouri 2","B12","30-5","+25.28","125.1","1","99.8","111","65.4","152","+.017","130","+5.80","51"
"3038",2012,"8","Wisconsin 4","B10","26-10","+24.09","113.7","25","89.6","8","57.5","345","-.018","216","+8.80","9"
"3039",2012,"9","Indiana 4","B10","27-9","+22.55","120.2","4","97.6","72","66.7","92","+.007","155","+8.41","15"
"3040",2012,"10","Florida 7","SEC","26-11","+22.47","120.4","3","98.0","80","64.2","210","-.043","270","+7.18","34"
"3041",2012,"11","Wichita St. 5","MVC","27-6","+22.36","116.1","11","93.8","26","65.7","134","-.017","213","+3.97","78"
"3042",2012,"12","Memphis 8","CUSA","26-9","+21.90","114.2","22","92.3","17","67.5","60","-.064","307","+5.10","62"
"3043",2012,"13","Baylor 3","B12","30-8","+21.29","116.0","13","94.7","34","65.6","138","+.059","40","+9.61","7"
"3044",2012,"14","Saint Louis 9","A10","26-8","+21.20","111.9","34","90.7","12","61.9","303","-.056","301","+4.36","71"
"3045",2012,"15","Georgetown 3","BE","24-9","+21.05","111.2","45","90.1","9","62.1","294","-.014","202","+8.32","18"
"3046",2012,"16","Vanderbilt 5","SEC","25-11","+20.90","115.6","14","94.7","35","64.7","188","-.048","280","+8.48","13"
"3047",2012,"17","Louisville 4","BE","30-10","+20.67","106.2","112","85.5","1","66.1","115","+.031","91","+10.06","5"
"3048",2012,"18","Marquette 3","BE","27-8","+20.22","111.5","40","91.3","14","70.0","15","+.042","67","+8.24","20"
"3049",2012,"19","Duke 2","ACC","27-7","+19.70","117.7","8","98.0","79","66.4","108","+.057","45","+8.18","22"
"3050",2012,"20","New Mexico 5","MWC","28-7","+19.45","110.8","51","91.4","15","65.5","141","+.003","165","+2.65","106"
"3051",2012,"21","Gonzaga 7","WCC","26-7","+18.39","113.1","30","94.7","33","64.8","183","-.018","218","+2.08","116"
"3052",2012,"22","Michigan 4","B10","24-10","+17.52","114.3","19","96.8","56","60.1","330","+.058","42","+10.65","2"
"3053",2012,"23","Kansas St. 8","B12","22-11","+17.52","109.8","59","92.3","18","66.5","97","-.024","231","+7.98","28"
"3054",2012,"24","Florida St. 3","ACC","25-10","+17.14","107.6","89","90.4","10","66.6","95","+.034","80","+7.54","29"
"3055",2012,"25","Belmont 14","ASun","27-8","+16.96","117.1","9","100.1","121","67.2","72","-.017","214","-0.32","162"
"3056",2012,"26","Iowa St. 8","B12","23-11","+16.69","113.9","24","97.2","66","65.8","128","-.004","184","+7.22","32"
"3057",2012,"27","Alabama 9","SEC","21-12","+16.69","106.1","115","89.5","6","61.9","302","-.067","314","+7.07","35"
"3058",2012,"28","Creighton 8","MVC","29-6","+16.47","119.2","5","102.7","166","65.9","125","+.079","20","+3.79","84"
"3059",2012,"29","California 12","P12","24-10","+16.37","111.3","43","94.9","38","65.7","135","-.007","192","+3.61","89"
"3060",2012,"30","Purdue 10","B10","22-13","+16.25","116.2","10","99.9","114","64.3","204","-.003","179","+8.81","8"
"3061",2012,"31","Cincinnati 6","BE","26-11","+16.03","109.5","62","93.5","22","62.9","272","+.023","115","+6.90","39"
"3062",2012,"32","Texas 11","B12","20-14","+15.90","112.9","31","97.0","64","64.9","176","-.065","311","+8.45","14"
"3063",2012,"33","Virginia 10","ACC","22-10","+15.85","105.2","133","89.3","5","59.3","339","-.024","237","+4.05","76"
"3064",2012,"34","Saint Mary's 7","WCC","27-6","+15.48","114.3","20","98.8","91","63.4","258","+.036","78","+0.17","150"
"3065",2012,"35","Murray St. 6","OVC","31-2","+15.34","108.5","80","93.2","20","65.0","172","+.031","92","-2.34","209"
"3066",2012,"36","Long Beach St. 12","BW","25-9","+15.27","111.7","38","96.4","53","66.4","109","-.047","274","+1.25","127"
"3067",2012,"37","UNLV 6","MWC","26-9","+14.97","109.2","67","94.2","27","68.7","31","+.006","158","+3.54","91"
"3068",2012,"38","Connecticut 9","BE","20-14","+14.53","111.3","42","96.8","57","63.0","270","-.032","255","+8.25","19"
"3069",2012,"39","Temple 5","A10","24-8","+14.49","113.3","28","98.9","92","65.9","126","+.055","47","+6.10","45"
"3070",2012,"40","Stanford 3","P12","26-11","+14.36","106.7","100","92.4","19","67.2","74","-.017","215","+2.50","109"
"3071",2012,"41","Harvard 12","Ivy","26-5","+14.34","108.8","72","94.4","29","60.7","325","+.027","99","-0.87","175"
"3072",2012,"42","Notre Dame 7","BE","22-12","+14.22","110.9","50","96.7","55","60.2","329","+.032","87","+6.94","37"
"3073",2012,"43","North Carolina St. 11","ACC","24-13","+14.22","112.1","32","97.9","78","67.0","83","-.004","183","+6.22","43"
"3074",2012,"44","West Virginia 10","BE","19-14","+13.56","111.4","41","97.9","77","64.0","226","-.019","221","+8.32","17"
"3075",2012,"45","Drexel 3","CAA","29-7","+13.53","109.9","58","96.4","54","60.4","326","+.024","112","-2.05","200"
"3076",2012,"46","VCU 12","CAA","29-7","+13.45","106.9","96","93.5","23","65.0","173","+.024","109","+0.53","143"
"3077",2012,"47","Miami FL 2","ACC","20-13","+13.18","111.0","47","97.9","76","63.6","249","-.038","260","+5.45","56"
"3078",2012,"48","South Florida 12","BE","22-14","+13.13","103.9","151","90.8","13","58.5","343","+.040","72","+8.17","23"
"3079",2012,"49","Middle Tennessee 4","SB","27-7","+12.92","108.5","78","95.6","41","65.4","147","-.003","180","-0.13","158"
"3080",2012,"50","BYU 14","WCC","26-9","+12.79","106.3","111","93.5","21","72.6","5","+.020","123","+1.31","125"
"3081",2012,"51","Arizona 1","P12","23-12","+12.77","107.6","87","94.9","37","64.3","205","-.051","291","+3.71","86"
"3082",2012,"52","Minnesota 6","B10","23-15","+12.77","108.5","79","95.8","42","63.9","230","+.018","127","+8.15","24"
"3083",2012,"53","Xavier 10","A10","23-13","+12.59","108.7","74","96.1","49","66.4","104","+.031","89","+7.24","31"
"3084",2012,"54","Iona 14","MAAC","25-8","+12.26","115.5","15","103.2","181","70.0","17","-.011","197","-1.04","178"
"3085",2012,"55","Seton Hall 1","BE","21-13","+12.19","106.7","99","94.6","31","64.8","186","+.001","171","+5.47","55"
"3086",2012,"56","Washington 1","P12","24-11","+11.97","109.5","61","97.5","71","69.1","27","+.025","107","+4.11","75"
"3087",2012,"57","Ohio 13","MAC","29-8","+11.88","106.6","102","94.7","32","66.0","121","+.022","116","+0.80","139"
"3088",2012,"58","UCLA","P12","19-14","+11.85","108.8","73","96.9","62","64.7","191","-.074","326","+3.96","79"
"3089",2012,"59","Oregon 3","P12","24-10","+11.81","114.2","21","102.4","159","66.8","90","+.039","74","+3.43","92"
"3090",2012,"60","St. Bonaventure 14","A10","20-12","+11.78","110.6","53","98.9","93","63.0","269","-.024","235","+3.83","83"
"3091",2012,"61","South Dakota St. 14","Sum","27-8","+11.62","113.7","26","102.1","152","64.8","182","+.030","93","-1.92","198"
"3092",2012,"62","La Salle 3","A10","21-13","+11.50","107.3","92","95.8","43","67.7","54","-.096","339","+1.91","119"
"3093",2012,"63","Tennessee 1","SEC","19-15","+11.38","106.5","106","95.1","40","64.4","201","-.040","264","+6.23","42"
"3094",2012,"64","Pittsburgh","BE","22-17","+11.34","113.4","27","102.0","151","62.3","292","-.036","256","+6.05","47"
"3095",2012,"65","New Mexico St. 13","WAC","26-10","+11.22","109.3","65","98.1","81","69.4","23","-.041","266","-0.88","176"
"3096",2012,"66","San Diego St. 6","MWC","26-8","+11.16","107.0","95","95.8","44","65.8","130","+.059","39","+3.33","94"
"3097",2012,"67","Saint Joseph's 2","A10","20-14","+10.92","110.5","54","99.6","109","65.0","174","-.052","293","+4.93","64"
"3098",2012,"68","Southern Miss 9","CUSA","25-9","+10.83","111.2","44","100.4","125","63.8","238","+.041","68","+4.41","69"
"3099",2012,"69","Dayton 2","A10","20-13","+10.78","113.3","29","102.5","160","64.2","213","-.016","207","+4.01","77"
"3100",2012,"70","Akron 5","MAC","22-12","+10.66","108.3","81","97.7","74","66.4","103","-.021","223","+2.81","103"
"3101",2012,"71","Davidson 13","SC","25-8","+10.65","112.0","33","101.4","141","67.4","65","+.008","151","-3.00","230"
"3102",2012,"72","Northwestern 4","B10","19-14","+10.53","114.8","16","104.3","202","62.5","283","+.049","57","+8.54","12"
"3103",2012,"73","Denver","SB","22-9","+10.41","110.9","49","100.5","128","60.2","328","-.072","323","-2.64","219"
"3104",2012,"74","Massachusetts 5","A10","25-12","+9.83","106.2","114","96.3","51","73.2","3","+.055","50","+3.72","85"
"3105",2012,"75","Northern Iowa 7","MVC","20-14","+9.57","106.9","97","97.3","68","61.6","310","+.002","169","+5.57","54"
"3106",2012,"76","Illinois","B10","17-15","+9.49","104.3","145","94.8","36","64.2","217","-.005","187","+8.41","16"
"3107",2012,"77","Mississippi St. 4","SEC","21-12","+9.35","111.7","37","102.4","158","63.9","233","+.007","154","+3.39","93"
"3108",2012,"78","Marshall 5","CUSA","21-14","+9.32","109.4","63","100.1","120","65.2","164","+.026","103","+5.94","48"
"3109",2012,"79","Lehigh 15","Pat","27-8","+9.29","108.6","76","99.3","96","67.6","56","-.026","239","-5.57","300"
"3110",2012,"80","Cleveland St. 6","Horz","22-11","+9.22","105.5","123","96.3","50","63.8","239","+.008","152","+1.53","123"
"3111",2012,"81","Colorado 11","P12","24-12","+8.89","104.8","137","95.9","46","65.1","170","+.081","19","+5.35","59"
"3112",2012,"82","Clemson","ACC","16-15","+8.65","105.5","124","96.8","58","63.1","265","-.107","343","+1.66","121"
"3113",2012,"83","Virginia Tech","ACC","16-17","+8.64","106.8","98","98.1","83","61.9","301","-.092","335","+5.62","53"
"3114",2012,"84","Georgia St.","CAA","22-12","+8.57","102.1","180","93.5","24","63.9","231","-.075","328","-3.85","251"
"3115",2012,"85","Villanova","BE","13-19","+8.50","109.2","68","100.7","132","67.4","64","-.095","338","+8.58","10"
"3116",2012,"86","Missouri St.","MVC","16-16","+8.23","105.3","129","97.1","65","62.4","287","-.093","336","+4.70","66"
"3117",2012,"87","Oregon St.","P12","21-15","+8.22","111.0","48","102.7","170","70.0","18","-.059","304","+1.98","118"
"3118",2012,"88","Colorado St. 11","MWC","20-12","+8.17","111.9","35","103.7","189","63.6","250","+.075","21","+4.39","70"
"3119",2012,"89","Bucknell 8","Pat","25-10","+8.11","107.4","90","99.3","97","63.2","262","+.007","153","-3.12","238"
"3120",2012,"90","Wyoming","MWC","21-12","+8.05","101.7","192","93.7","25","60.0","331","-.030","250","+0.17","151"
"3121",2012,"91","Oral Roberts 4","Sum","27-7","+8.04","111.8","36","103.7","191","63.2","261","+.063","33","-2.41","212"
"3122",2012,"92","Buffalo","MAC","20-11","+7.92","107.3","91","99.4","102","67.3","66","-.000","172","+2.00","117"
"3123",2012,"93","Illinois St. 7","MVC","21-14","+7.79","109.3","66","101.5","142","63.4","254","+.004","163","+2.54","108"
"3124",2012,"94","Tulsa","CUSA","17-14","+7.75","106.3","110","98.5","88","63.8","242","-.074","325","+2.32","113"
"3125",2012,"95","Mississippi 2","SEC","20-14","+7.75","104.7","140","96.9","61","65.4","148","+.066","28","+6.08","46"
"3126",2012,"96","Mercer","ASun","27-11","+7.71","105.1","134","97.4","69","64.2","214","+.020","125","-0.87","174"
"3127",2012,"97","Oklahoma St.","B12","15-18","+7.62","107.1","94","99.5","106","65.5","143","-.016","209","+9.87","6"
"3128",2012,"98","LSU 6","SEC","18-15","+7.34","101.8","191","94.5","30","65.1","168","+.021","120","+5.64","52"
"3129",2012,"99","Washington St.","P12","19-18","+7.33","109.7","60","102.4","157","62.8","274","-.056","300","+4.25","73"
"3130",2012,"100","Princeton","Ivy","20-12","+7.26","107.8","86","100.5","129","62.5","284","-.018","217","+0.94","133"
"3131",2012,"101","Iowa 7","B10","18-17","+7.15","111.6","39","104.4","205","67.3","70","+.011","144","+7.01","36"
"3132",2012,"102","Wagner","NEC","25-6","+7.14","104.8","136","97.6","73","67.1","78","+.014","139","-5.70","304"
"3133",2012,"103","UCF 6","CUSA","22-11","+7.11","106.5","105","99.4","103","63.1","266","+.096","12","+3.06","99"
"3134",2012,"104","Montana 13","BSky","25-7","+6.76","103.7","155","96.9","63","64.2","211","+.064","31","-5.30","294"
"3135",2012,"105","Oklahoma","B12","15-16","+6.64","105.4","128","98.8","90","66.6","96","-.017","211","+6.61","41"
"3136",2012,"106","Nevada 5","WAC","28-7","+6.52","105.9","118","99.4","100","64.2","215","+.126","2","-2.09","201"
"3137",2012,"107","UC Santa Barbara","BW","20-11","+6.37","111.1","46","104.7","214","63.6","248","-.009","194","-1.45","188"
"3138",2012,"108","Lamar 16","Slnd","23-12","+6.33","107.6","88","101.3","138","66.0","123","-.028","246","-3.98","252"
"3139",2012,"109","Richmond","A10","16-16","+6.13","109.3","64","103.2","179","62.8","275","-.047","276","+3.84","82"
"3140",2012,"110","George Mason","CAA","24-9","+6.08","104.2","146","98.1","82","67.1","82","+.048","58","-2.20","204"
"3141",2012,"111","Old Dominion","CAA","22-14","+6.08","102.0","183","95.9","47","64.5","197","-.006","189","-0.01","157"
"3142",2012,"112","Georgia","SEC","15-17","+5.97","104.7","139","98.7","89","61.5","313","+.033","83","+7.99","25"
"3143",2012,"113","Fairfield","MAAC","22-15","+5.66","100.6","218","95.0","39","64.0","225","-.066","313","-1.42","186"
"3144",2012,"114","UNC Asheville 16","BSth","24-10","+5.50","110.4","55","104.9","219","68.2","39","-.001","173","-4.12","261"
"3145",2012,"115","Detroit 15","Horz","22-14","+5.48","108.1","82","102.6","164","67.1","76","-.008","193","+0.35","144"
"3146",2012,"116","Butler","Horz","22-15","+5.31","99.7","232","94.4","28","64.1","218","+.020","121","+1.42","124"
"3147",2012,"117","Kent St.","MAC","21-12","+5.29","105.5","122","100.2","122","67.1","75","+.005","159","+0.01","155"
"3148",2012,"118","Vermont 16","AE","24-12","+5.17","105.3","131","100.1","119","61.9","300","-.024","236","-5.44","296"
"3149",2012,"119","Evansville","MVC","16-16","+5.17","110.7","52","105.6","230","66.4","105","-.023","229","+3.19","96"
"3150",2012,"120","Rutgers","BE","14-18","+5.14","102.0","182","96.9","59","65.3","160","-.048","281","+5.92","49"
"3151",2012,"121","UT Arlington 8","Slnd","24-9","+5.10","105.4","127","100.3","124","70.8","11","+.021","119","-5.69","303"
"3152",2012,"122","Texas A&M","B12","14-18","+5.07","101.4","196","96.4","52","61.4","317","-.050","286","+6.92","38"
"3153",2012,"123","Robert Morris","NEC","26-11","+4.96","105.9","119","100.9","135","63.0","268","+.040","71","-2.99","229"
"3154",2012,"124","Duquesne","A10","16-15","+4.29","107.2","93","102.9","176","67.1","77","+.026","106","+5.15","61"
"3155",2012,"125","Utah St.","WAC","21-16","+4.24","107.9","84","103.7","188","61.9","304","-.067","315","-2.04","199"
"3156",2012,"126","Providence","BE","15-17","+4.09","110.1","57","106.0","238","65.2","161","-.012","198","+5.33","60"
"3157",2012,"127","Arkansas","SEC","18-14","+4.07","106.4","107","102.4","156","69.5","21","+.031","90","+2.35","112"
"3158",2012,"128","Manhattan","MAAC","21-13","+3.91","103.3","163","99.4","105","67.0","85","-.022","226","-4.40","270"
"3159",2012,"129","Loyola MD 15","MAAC","24-9","+3.91","103.9","150","100.0","116","63.6","251","+.114","6","-2.70","223"
"3160",2012,"130","UAB","CUSA","15-16","+3.89","101.2","201","97.3","67","61.1","320","+.020","124","+4.69","67"
"3161",2012,"131","Weber St.","BSky","25-7","+3.77","110.2","56","106.5","250","65.5","139","+.110","8","-5.30","293"
"3162",2012,"132","Bowling Green","MAC","16-16","+3.75","103.8","153","100.0","117","63.9","235","-.065","310","+1.16","129"
"3163",2012,"133","Penn St.","B10","12-20","+3.38","102.9","168","99.5","107","63.1","264","-.024","232","+8.23","21"
"3164",2012,"134","Maryland","ACC","17-15","+3.37","106.7","101","103.4","183","66.2","114","+.092","15","+5.05","63"
"3165",2012,"135","East Carolina","CUSA","15-16","+3.23","104.6","141","101.4","140","65.1","167","-.093","337","+2.38","111"
"3166",2012,"136","USC Upstate","ASun","21-13","+3.22","103.1","167","99.9","112","67.0","86","+.032","88","-0.63","168"
